,Review_Text,Rating,Review_Text_lemma,Review_Text_stem,Cleaned_Reviews,Review_Text_postag,Sentiment_Polarity,Sentiment_Category
793,"['healthcare', 'provider', 'excellent', 'great', 'experience']",3,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
794,"['experience', 'terrible', 'would', 'recommend', 'provider']",3,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
795,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",1,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
796,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",4,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
797,"['service', 'disappointing', 'wont', 'coming', 'back']",5,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
798,"['average', 'experience', 'neither', 'good', 'bad']",1,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
799,"['service', 'okay', 'nothing', 'exceptional']",1,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
800,"['experience', 'terrible', 'would', 'recommend', 'provider']",4,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
801,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",4,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
802,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",3,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
803,"['experience', 'terrible', 'would', 'recommend', 'provider']",4,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
804,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",3,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
805,"['service', 'okay', 'nothing', 'exceptional']",1,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
806,"['mixed', 'feelings', 'experience']",2,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
807,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",5,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
808,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",1,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
809,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",4,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
810,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",5,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
811,"['experience', 'terrible', 'would', 'recommend', 'provider']",2,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
812,"['service', 'disappointing', 'wont', 'coming', 'back']",2,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
813,"['mixed', 'feelings', 'experience']",3,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
814,"['healthcare', 'provider', 'excellent', 'great', 'experience']",5,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
815,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",3,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
816,"['average', 'experience', 'neither', 'good', 'bad']",1,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
817,"['mixed', 'feelings', 'experience']",5,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
818,"['average', 'experience', 'neither', 'good', 'bad']",1,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
819,"['service', 'okay', 'nothing', 'exceptional']",3,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
820,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",5,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
821,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",3,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
822,"['service', 'disappointing', 'wont', 'coming', 'back']",5,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
823,"['service', 'disappointing', 'wont', 'coming', 'back']",3,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
824,"['service', 'okay', 'nothing', 'exceptional']",2,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
825,"['review', 'available']",3,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
826,"['review', 'available']",2,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
827,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",3,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
828,"['review', 'available']",5,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
829,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",5,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
830,"['experience', 'terrible', 'would', 'recommend', 'provider']",5,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
831,"['experience', 'terrible', 'would', 'recommend', 'provider']",4,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
832,"['service', 'disappointing', 'wont', 'coming', 'back']",1,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
833,"['experience', 'terrible', 'would', 'recommend', 'provider']",5,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
834,"['average', 'experience', 'neither', 'good', 'bad']",2,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
835,"['mixed', 'feelings', 'experience']",5,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
836,"['mixed', 'feelings', 'experience']",4,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
837,"['mixed', 'feelings', 'experience']",2,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
838,"['experience', 'terrible', 'would', 'recommend', 'provider']",4,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
839,"['healthcare', 'provider', 'excellent', 'great', 'experience']",2,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
840,"['service', 'disappointing', 'wont', 'coming', 'back']",3,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
841,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",1,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
842,"['mixed', 'feelings', 'experience']",1,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
843,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",4,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
844,"['service', 'okay', 'nothing', 'exceptional']",1,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
845,"['service', 'disappointing', 'wont', 'coming', 'back']",4,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
846,"['mixed', 'feelings', 'experience']",4,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
847,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",4,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
848,"['healthcare', 'provider', 'excellent', 'great', 'experience']",1,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
849,"['review', 'available']",4,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
850,"['experience', 'terrible', 'would', 'recommend', 'provider']",1,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
851,"['healthcare', 'provider', 'excellent', 'great', 'experience']",4,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
852,"['service', 'disappointing', 'wont', 'coming', 'back']",5,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
853,"['healthcare', 'provider', 'excellent', 'great', 'experience']",4,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
854,"['review', 'available']",2,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
855,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",4,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
856,"['service', 'disappointing', 'wont', 'coming', 'back']",3,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
857,"['healthcare', 'provider', 'excellent', 'great', 'experience']",4,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
858,"['experience', 'terrible', 'would', 'recommend', 'provider']",2,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
859,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",2,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
860,"['service', 'disappointing', 'wont', 'coming', 'back']",1,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
861,"['average', 'experience', 'neither', 'good', 'bad']",5,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
862,"['service', 'okay', 'nothing', 'exceptional']",4,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
863,"['service', 'okay', 'nothing', 'exceptional']",1,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
864,"['mixed', 'feelings', 'experience']",5,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
865,"['service', 'okay', 'nothing', 'exceptional']",4,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
866,"['healthcare', 'provider', 'excellent', 'great', 'experience']",3,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
867,"['review', 'available']",4,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
868,"['average', 'experience', 'neither', 'good', 'bad']",2,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
869,"['average', 'experience', 'neither', 'good', 'bad']",2,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
870,"['service', 'okay', 'nothing', 'exceptional']",3,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
871,"['service', 'disappointing', 'wont', 'coming', 'back']",1,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
872,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",5,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
873,"['service', 'okay', 'nothing', 'exceptional']",4,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
874,"['average', 'experience', 'neither', 'good', 'bad']",2,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
875,"['review', 'available']",1,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
876,"['healthcare', 'provider', 'excellent', 'great', 'experience']",3,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
877,"['experience', 'terrible', 'would', 'recommend', 'provider']",2,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
878,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",3,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
879,"['service', 'disappointing', 'wont', 'coming', 'back']",4,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
880,"['service', 'okay', 'nothing', 'exceptional']",5,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
881,"['service', 'okay', 'nothing', 'exceptional']",2,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
882,"['review', 'available']",2,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
883,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",4,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
884,"['experience', 'terrible', 'would', 'recommend', 'provider']",1,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
885,"['experience', 'terrible', 'would', 'recommend', 'provider']",5,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
